Brand,Model,Year,Sales,Currency,Car Age
Acura,ILX,2021,14.685,$,4
Acura,ILX,2020,11.757,$,5
Acura,ILX,2019,18.531,$,6
Acura,ILX,2018,20.43,$,7
Acura,TSX,2016,6.287,$,9
Acura,TSX,2015,28.865,$,10
Acura,TSX,2014,32.076,$,11
Acura,TSX,2013,31.998,$,12
Acura,TSX,2012,38.035,$,13
Acura,TSX,2011,30.365,$,14
Acura,TLX,2021,26.548,$,4
Acura,TLX,2020,34.846,$,5
Acura,TLX,2019,47.08,$,6
Acura,RLX,2021,1.019,$,4
Acura,RLX,2020,1.237,$,5
Acura,RLX,2019,2.195,$,6
Acura,RLX,2018,5.014,$,7
Acura,NSX,2021,238.0,$,4
Acura,NSX,2020,581.0,$,5
Acura,NSX,2019,2.0,$,6
Acura,NSX,2018,206.0,$,7
Acura,NSX,2017,221.0,$,8
Acura,NSX,2016,182.0,$,9
Acura,NSX,2007,238.0,$,18
Acura,NSX,2006,415.0,$,19
Acura,NSX,2005,884.0,$,20
Acura,NSX,2004,652.0,$,21
Acura,NSX,2003,1.94,$,22
Acura,RDX,2021,62.876,$,4
Acura,RDX,2020,51.295,$,5
Acura,RDX,2019,51.026,$,6
Acura,RDX,2018,44.75,$,7
Acura,RDX,2017,15.196,$,8
Acura,RDX,2016,10.153,$,9
Acura,RDX,2015,23.356,$,10
Acura,MDX,2021,52.019,$,4
Acura,MDX,2020,54.886,$,5
Acura,MDX,2019,58.208,$,6
Acura,MDX,2018,53.04,$,7
Acura,MDX,2017,43.271,$,8
Acura,MDX,2016,31.178,$,9
Acura,MDX,2015,58.606,$,10
Acura,MDX,2014,57.948,$,11
Acura,MDX,2013,57.281,$,12
Acura,MDX,2012,40.95,$,13
Acura,ZDX,2015,361.0,$,10
Acura,ZDX,2014,1.564,$,11
Acura,ZDX,2013,79.0,$,12
Acura,CL,2005,6.593,$,20
Acura,CL,2004,18.993,$,21
Acura,CL,2003,20.968,$,22
Acura,CL,2002,28.939,$,23
Acura,TL,2015,24.318,$,10
Acura,TL,2014,31.237,$,11
Acura,TL,2013,33.62,$,12
Acura,TL,2012,58.545,$,13
Acura,TL,2011,78.218,$,14
Acura,TL,2010,56.77,$,15
Acura,TL,2009,69.484,$,16
Acura,TL,2008,56.566,$,17
Acura,TL,2007,23.151,$,18
Acura,TL,2006,16.539,$,19
Acura,RL,2013,1.096,$,12
Acura,RL,2012,2.043,$,13
Acura,RL,2011,6.262,$,14
Acura,RL,2010,17.572,$,15
Acura,RL,2009,6.829,$,16
Acura,RL,2008,10.723,$,17
Acura,RL,2007,13.366,$,18
Acura,RL,2006,16.004,$,19
Acura,RSX,2008,16.996,$,17
Acura,RSX,2007,21.94,$,18
Acura,RSX,2006,30.117,$,19
Acura,Vigor,1996,8.469,$,29
Acura,Vigor,1995,13.846,$,30
Acura,Vigor,1994,0.0,$,31
Acura,Legend,1997,18.159,$,28
Acura,Legend,1996,38.866,$,29
Acura,Legend,1995,65.689,$,30
Acura,Legend,1994,64.638,$,31
Acura,Legend,1993,54.713,$,32
Acura,Legend,1992,0.0,$,33
Acura,SLX,2001,694.0,$,24
Acura,SLX,2000,1.299,$,25
Acura,SLX,1999,200.0,$,26
Alfa-romeo,Spider,1995,605.0,$,30
Alfa-romeo,Spider,1994,1.389,$,31
Alfa-romeo,Spider,1993,1.857,$,32
Alfa-romeo,Spider,1992,3.401,$,33
Alfa-romeo,Spider,1991,3.45,$,34
Alfa-romeo,164,1996,357.0,$,29
Alfa-romeo,164,1995,1.721,$,30
Alfa-romeo,164,1994,1.549,$,31
Alfa-romeo,Milano,1993,5.0,$,32
Alfa-romeo,Milano,1992,1.062,$,33
Alfa-romeo,Milano,1991,2.859,$,34
Alfa-romeo,Milano,1990,0.0,$,35
Alfa-romeo,Giulia,2021,8.704,$,4
Alfa-romeo,Giulia,2020,8.904,$,5
Alfa-romeo,4C,2021,144.0,$,4
Alfa-romeo,4C,2020,406.0,$,5
Alfa-romeo,4C,2019,663.0,$,6
Audi,A3,2021,10.418,$,4
Audi,A3,2020,23.61,$,5
Audi,A3,2019,35.984,$,6
Audi,A3,2018,857.0,$,7
Audi,A3,2017,6.561,$,8
Audi,A3,2016,3.874,$,9
Audi,A3,2015,6.353,$,10
Audi,A3,2014,5.389,$,11
Audi,A4,2021,26.435,$,4
Audi,A4,2020,34.434,$,5
Audi,A4,2019,29.013,$,6
Audi,A4,2018,36.744,$,7
Audi,A4,2017,35.234,$,8
Audi,A4,2016,37.07,$,9
Audi,A4,2015,45.411,$,10
Audi,A4,2014,48.922,$,11
Audi,A4,2013,51.043,$,12
Audi,A4,2012,35.739,$,13
Audi,A4,2011,32.137,$,14
Audi,A4,2010,20.871,$,15
Audi,A4,2009,0.0,$,16
Audi,A5,2021,23.023,$,4
Audi,A5,2020,21.301,$,5
Audi,A5,2019,12.934,$,6
Audi,A5,2018,18.664,$,7
Audi,A5,2017,15.385,$,8
Audi,A5,2016,9.8,$,9
Audi,A5,2015,625.0,$,10
Audi,A6,2021,17.807,$,4
Audi,A6,2020,16.304,$,5
Audi,A6,2019,22.85,$,6
Audi,A6,2018,22.428,$,7
Audi,A6,2017,11.124,$,8
Audi,A6,2016,6.786,$,9
Audi,A6,2015,12.001,$,10
Audi,A6,2014,18.074,$,11
Audi,A6,2013,17.585,$,12
Audi,A6,2012,26.364,$,13
Audi,A6,2011,26.131,$,14
Audi,A6,2010,9.946,$,15
Audi,A6,2009,3.672,$,16
Audi,A7,2021,4.955,$,4
Audi,A7,2020,4.81,$,5
Audi,A7,2019,7.721,$,6
Audi,A7,2018,8.483,$,7
Audi,A7,2017,6.27,$,8
Audi,A8,2021,2.963,$,4
Audi,A8,2020,3.127,$,5
Audi,A8,2019,4.99,$,6
Audi,A8,2018,6.3,$,7
Audi,A8,2017,5.7,$,8
Audi,A8,2016,1.463,$,9
Audi,A8,2015,3.826,$,10
Audi,A8,2014,5.43,$,11
Audi,A8,2013,4.09,$,12
Audi,A8,2012,2.3,$,13
Audi,A8,2011,2.481,$,14
Audi,A8,2010,2.085,$,15
Audi,TT,2021,1.324,$,4
Audi,TT,2020,2.294,$,5
Audi,TT,2019,1.167,$,6
Audi,TT,2018,2.053,$,7
Audi,TT,2017,2.236,$,8
Audi,TT,2016,1.935,$,9
Audi,TT,2015,4.355,$,10
Audi,TT,2014,2.822,$,11
Audi,TT,2013,7.88,$,12
Audi,TT,2012,12.523,$,13
Audi,TT,2011,5.139,$,14
Audi,R8,2021,574.0,$,4
Audi,R8,2020,772.0,$,5
Audi,R8,2019,495.0,$,6
Audi,R8,2018,813.0,$,7
Audi,R8,2017,1.145,$,8
Audi,R8,2016,699.0,$,9
Audi,R8,2015,240.0,$,10
Audi,A4-Allroad,2018,2.3,$,7
Audi,A4-Allroad,2017,4.686,$,8
Audi,A4-Allroad,2016,3.115,$,9
Audi,Q3,2021,14.822,$,4
Audi,Q3,2020,20.633,$,5
Audi,Q3,2019,13.229,$,6
Audi,Q5,2021,67.516,$,4
Audi,Q5,2020,57.64,$,5
Audi,Q5,2019,52.006,$,6
Audi,Q5,2018,40.355,$,7
Audi,Q5,2017,24.908,$,8
Audi,Q5,2016,13.79,$,9
Audi,Q7,2021,34.649,$,4
Audi,Q7,2020,38.346,$,5
Audi,Q7,2019,18.995,$,6
Audi,Q7,2018,15.978,$,7
Audi,Q7,2017,8.998,$,8
Audi,Q7,2016,7.299,$,9
Audi,Q7,2015,20.695,$,10
Audi,Allroad-Quattro,2006,4.626,$,19
Audi,Allroad-Quattro,2005,6.007,$,20
Audi,Allroad-Quattro,2004,1.033,$,21
Audi,Allroad-Quattro,2003,1.742,$,22
Audi,80/90,1996,4.174,$,29
Audi,80/90,1995,3.881,$,30
Audi,80/90,1994,7.765,$,31
Audi,80/90,1993,11.773,$,32
Audi,80/90,1992,0.0,$,33
Audi,Cabriolet,1998,1.183,$,27
Audi,Cabriolet,1997,1.175,$,28
Audi,4000,1990,295.0,$,35
Audi,4000,1989,16.32,$,36
Audi,4000,1988,19.152,$,37
Audi,4000,1987,16.364,$,38
Audi,4000,1986,14.664,$,39
Audi,Coupe,1992,845.0,$,33
Audi,Coupe,1991,278.0,$,34
Audi,Coupe,1990,2.826,$,35
Audi,Coupe,1989,3.585,$,36
Audi,Coupe,1988,4.524,$,37
Audi,Quattro,1987,73.0,$,38
Audi,Quattro,1986,238.0,$,39
Audi,Quattro,1985,0.0,$,40
Audi,Fox,1980,19.584,$,45
Audi,Fox,1979,21.763,$,46
Audi,Fox,1978,26.453,$,47
Audi,100,1994,10.103,$,31
Audi,100,1993,9.437,$,32
Audi,100,1992,3.306,$,33
Audi,100,1991,0.0,$,34
Audi,100,1990,0.0,$,35
Audi,100,1989,0.0,$,36
Audi,100,1988,0.0,$,37
Audi,100,1987,537.0,$,38
Audi,100,1986,11.553,$,39
Audi,100,1985,23.984,$,40
Audi,100,1984,26.703,$,41
Audi,100,1983,6.557,$,42
Audi,5000,1990,7.251,$,35
Audi,5000,1989,40.107,$,36
Audi,5000,1988,43.764,$,37
Audi,5000,1987,26.298,$,38
Audi,5000,1986,26.61,$,39
Audi,5000,1985,20.761,$,40
Audi,5000,1984,0.0,$,41
Audi,V8.,1995,170.0,$,30
Audi,V8.,1994,527.0,$,31
Audi,V8.,1993,889.0,$,32
Bentley,Flying-Spur,2017,791.0,$,8
Bentley,Mulsanne,2017,195.0,$,8
Bmw,1-series,2014,7.689,$,11
Bmw,1-series,2013,13.132,$,12
Bmw,1-series,2012,12.018,$,13
Bmw,2-series,2021,8.015,$,4
Bmw,2-series,2020,11.737,$,5
Bmw,2-series,2019,13.02,$,6
Bmw,6-series,2021,1.139,$,4
Bmw,6-series,2020,3.355,$,5
Bmw,6-series,2019,8.146,$,6
Bmw,6-series,2018,9.762,$,7
Bmw,6-series,2017,3.903,$,8
Bmw,6-series,2016,3.549,$,9
Bmw,6-series,2015,9.033,$,10
Bmw,6-series,2014,9.934,$,11
Bmw,7-series,2021,8.823,$,4
Bmw,7-series,2020,9.276,$,5
Bmw,7-series,2019,9.292,$,6
Bmw,7-series,2018,10.932,$,7
Bmw,7-series,2017,11.299,$,8
Bmw,7-series,2016,9.254,$,9
Bmw,7-series,2015,14.773,$,10
Bmw,7-series,2014,18.165,$,11
Bmw,7-series,2013,20.473,$,12
Bmw,7-series,2012,13.389,$,13
Bmw,7-series,2011,18.233,$,14
Bmw,7-series,2010,18.273,$,15
Bmw,7-series,2009,15.005,$,16
Bmw,7-series,2008,9.767,$,17
Bmw,7-series,2007,5.509,$,18
Bmw,7-series,2006,10.399,$,19
Bmw,7-series,2005,10.028,$,20
Bmw,7-series,2004,9.935,$,21
Bmw,8-series,2021,4.41,$,4
Bmw,8-series,2020,0.0,$,5
Bmw,8-series,2019,0.0,$,6
Bmw,8-series,2018,0.0,$,7
Bmw,8-series,2017,0.0,$,8
Bmw,8-series,2016,0.0,$,9
Bmw,8-series,2015,0.0,$,10
Bmw,8-series,2014,0.0,$,11
Bmw,8-series,2013,0.0,$,12
Bmw,8-series,2012,0.0,$,13
Bmw,8-series,2011,0.0,$,14
Bmw,8-series,2010,616.0,$,15
Bmw,8-series,2009,942.0,$,16
Bmw,8-series,2008,715.0,$,17
Bmw,8-series,2007,1.711,$,18
Bmw,8-series,2006,0.0,$,19
Bmw,i3,2021,4.854,$,4
Bmw,i3,2020,6.276,$,5
Bmw,i3,2019,11.024,$,6
Bmw,i8,2021,1.102,$,4
Bmw,i8,2020,488.0,$,5
Bmw,i8,2019,2.265,$,6
Bmw,Z4,2021,2.941,$,4
Bmw,Z4,2020,502.0,$,5
Bmw,Z4,2019,1.829,$,6
Bmw,Z4,2018,2.48,$,7
Bmw,Z4,2017,3.479,$,8
Bmw,Z4,2016,3.523,$,9
Bmw,Z4,2015,10.097,$,10
Bmw,Z4,2014,10.045,$,11
Bmw,Z4,2013,20.169,$,12
Bmw,Z4,2012,970.0,$,13
Bmw,X1,2021,17.815,$,4
Bmw,X1,2020,30.826,$,5
Bmw,X1,2019,14.42,$,6
Bmw,X1,2018,26.512,$,7
Bmw,X3,2021,70.11,$,4
Bmw,X3,2020,40.691,$,5
Bmw,X3,2019,31.924,$,6
Bmw,X3,2018,30.623,$,7
Bmw,X3,2017,27.793,$,8
Bmw,X3,2016,6.067,$,9
Bmw,X3,2015,28.058,$,10
Bmw,X3,2014,30.769,$,11
Bmw,X4,2021,8.758,$,4
Bmw,X4,2020,5.198,$,5
Bmw,X4,2019,6.429,$,6
Bmw,X5,2021,54.595,$,4
Bmw,X5,2020,50.815,$,5
Bmw,X5,2019,54.997,$,6
Bmw,X5,2018,39.837,$,7
Bmw,X5,2017,40.547,$,8
Bmw,X5,2016,27.071,$,9
Bmw,X5,2015,35.202,$,10
Bmw,X5,2014,37.598,$,11
Bmw,X5,2013,40.715,$,12
Bmw,X5,2012,40.622,$,13
Bmw,X5,2011,1.312,$,14
Bmw,X6,2021,4.24,$,4
Bmw,X6,2020,6.78,$,5
Bmw,X6,2019,7.906,$,6
Bmw,X6,2018,5.53,$,7
Bmw,X6,2017,6.192,$,8
Bmw,X6,2016,4.787,$,9
Bmw,X7,2021,21.574,$,4
Bmw,Z8,2006,110.0,$,19
Bmw,Z8,2005,524.0,$,20
Bmw,Z8,2004,317.0,$,21
Bmw,Z3,2003,14.914,$,22
Bmw,Z3,2002,20.062,$,23
Bmw,Z3,2001,19.76,$,24
Bmw,Z3,2000,0.0,$,25
Buick,Verano,2018,30.277,$,7
Buick,Verano,2017,43.743,$,8
Buick,Verano,2016,41.042,$,9
Buick,Cascada,2021,2.535,$,4
Buick,Cascada,2020,5.595,$,5
Buick,Regal,2021,10.363,$,4
Buick,Regal,2020,11.559,$,5
Buick,Regal,2019,19.504,$,6
Buick,Regal,2018,18.685,$,7
Buick,Regal,2017,40.144,$,8
Buick,Regal,2016,0.0,$,9
Buick,Regal,2015,0.0,$,10
Buick,Regal,2014,602.0,$,11
Buick,Regal,2013,23.677,$,12
Buick,Regal,2012,49.992,$,13
Buick,Regal,2011,74.016,$,14
Buick,Regal,2010,50.691,$,15
Buick,LaCrosse,2021,7.241,$,4
Buick,LaCrosse,2020,20.161,$,5
Buick,LaCrosse,2019,42.035,$,6
Buick,LaCrosse,2018,48.798,$,7
Buick,LaCrosse,2017,58.474,$,8
Buick,LaCrosse,2016,27.818,$,9
Buick,LaCrosse,2015,47.747,$,10
Buick,LaCrosse,2014,92.669,$,11
Buick,Encore,2021,102.402,$,4
Buick,Encore,2020,88.035,$,5
Buick,Encore,2019,67.549,$,6
Buick,Encore,2018,31.956,$,7
Buick,Envision,2021,33.229,$,4
Buick,Envision,2020,41.04,$,5
Buick,Enclave,2021,51.156,$,4
Buick,Enclave,2020,48.564,$,5
Buick,Enclave,2019,62.081,$,6
Buick,Enclave,2018,60.534,$,7
Buick,Enclave,2017,58.392,$,8
Buick,Enclave,2016,43.15,$,9
Buick,Enclave,2015,29.286,$,10
Buick,Century,2007,6.504,$,18
Buick,Century,2006,94.279,$,19
Buick,Century,2005,142.157,$,20
Buick,Century,2004,157.035,$,21
Buick,Century,2003,91.232,$,22
Buick,LeSabre,2007,75.369,$,18
Buick,LeSabre,2006,114.572,$,19
Buick,LeSabre,2005,145.304,$,20
Buick,LeSabre,2004,149.445,$,21
Buick,LeSabre,2003,150.744,$,22
Buick,Park-Avenue,2007,2.175,$,18
Buick,Park-Avenue,2006,26.82,$,19
Buick,Park-Avenue,2005,36.454,$,20
Buick,Park-Avenue,2004,62.868,$,21
Buick,Park-Avenue,2003,68.777,$,22
Buick,Lucerne,2013,20.358,$,12
Buick,Lucerne,2012,31.292,$,13
Buick,Lucerne,2011,82.923,$,14
Buick,Lucerne,2010,8.821,$,15
Buick,Reatta,1992,6.599,$,33
Buick,Reatta,1991,4.514,$,34
Buick,Terraza,2009,5.569,$,16
Buick,Terraza,2008,20.288,$,17
Buick,Rendezvous,2009,15.295,$,16
Buick,Rendezvous,2008,60.589,$,17
Buick,Rendezvous,2007,72.643,$,18
Buick,Rendezvous,2006,31.754,$,19
Buick,Rainier,2009,4.819,$,16
Buick,Rainier,2008,15.271,$,17
Buick,Rainier,2007,4.797,$,18
Cadillac,ATS,2020,10.859,$,5
Cadillac,ATS,2019,21.505,$,6
Cadillac,ATS,2018,29.89,$,7
Cadillac,ATS,2017,7.008,$,8
Cadillac,CT6,2021,7.951,$,4
Cadillac,CT6,2020,10.542,$,5
Cadillac,XTS,2021,11.304,$,4
Cadillac,XTS,2020,16.275,$,5
Cadillac,XTS,2019,23.112,$,6
Cadillac,XTS,2018,32.559,$,7
Cadillac,ELR,2017,1.024,$,8
Cadillac,ELR,2016,6.0,$,9
Cadillac,XT4,2021,31.987,$,4
Cadillac,XT5,2021,49.879,$,4
Cadillac,XT5,2020,68.312,$,5
Cadillac,Escalade,2021,22.478,$,4
Cadillac,Escalade,2020,22.994,$,5
Cadillac,Escalade,2019,21.23,$,6
Cadillac,Escalade,2018,12.592,$,7
Cadillac,Escalade,2017,15.079,$,8
Cadillac,Escalade,2016,16.873,$,9
Cadillac,Escalade,2015,36.654,$,10
Cadillac,Escalade,2014,29.876,$,11
Cadillac,Escalade,2013,35.621,$,12
Cadillac,Escalade,2012,31.27,$,13
Cadillac,Escalade,2011,23.897,$,14
Cadillac,Escalade-ESV,2019,14.7,$,6
Cadillac,Escalade-ESV,2018,14.691,$,7
Cadillac,Escalade-ESV,2017,7.95,$,8
Cadillac,Escalade-ESV,2016,8.388,$,9
Cadillac,Escalade-ESV,2015,6.588,$,10
Cadillac,Escalade-ESV,2014,16.37,$,11
Cadillac,Escalade-ESV,2013,13.502,$,12
Cadillac,Escalade-ESV,2012,12.866,$,13
Cadillac,Escalade-EXT,2015,1.972,$,10
Cadillac,Escalade-EXT,2014,2.036,$,11
Cadillac,Escalade-EXT,2013,2.423,$,12
Cadillac,Escalade-EXT,2012,7.967,$,13
Cadillac,Escalade-EXT,2011,7.766,$,14
Cadillac,Escalade-EXT,2010,11.256,$,15
Cadillac,Escalade-EXT,2009,546.0,$,16
Cadillac,CTS,2021,6.965,$,4
Cadillac,CTS,2020,10.344,$,5
Cadillac,CTS,2019,19.485,$,6
Cadillac,CTS,2018,32.343,$,7
Cadillac,CTS,2017,55.042,$,8
Cadillac,CTS,2016,38.817,$,9
Cadillac,CTS,2015,57.029,$,10
Cadillac,CTS,2014,61.512,$,11
Cadillac,CTS,2013,49.392,$,12
Cadillac,STS,2013,3.338,$,12
Cadillac,STS,2012,6.037,$,13
Cadillac,STS,2011,20.873,$,14
Cadillac,STS,2010,33.497,$,15
Cadillac,DTS,2013,11.589,$,12
Cadillac,DTS,2012,17.33,$,13
Cadillac,DTS,2011,51.469,$,14
Cadillac,DTS,2010,23.322,$,15
Cadillac,Seville-SLS,2006,3.386,$,19
Cadillac,Seville-SLS,2005,21.494,$,20
Cadillac,Seville-SLS,2004,29.535,$,21
Cadillac,Seville-SLS,2003,39.009,$,22
Cadillac,Seville-SLS,2002,33.809,$,23
Cadillac,DeVille,2007,38.661,$,18
Cadillac,DeVille,2006,82.076,$,19
Cadillac,DeVille,2005,95.354,$,20
Cadillac,DeVille,2004,90.755,$,21
Cadillac,DeVille,2003,104.743,$,22
Cadillac,SRX,2018,22.139,$,7
Cadillac,SRX,2017,53.578,$,8
Cadillac,SRX,2016,57.485,$,9
Cadillac,SRX,2015,51.094,$,10
Cadillac,SRX,2014,16.156,$,11
Cadillac,SRX,2013,22.043,$,12
Cadillac,SRX,2012,30.019,$,13
Cadillac,XLR,2011,787.0,$,14
Cadillac,XLR,2010,1.75,$,15
Cadillac,XLR,2009,3.73,$,16
Cadillac,XLR,2008,875.0,$,17
Cadillac,Catera,2003,9.764,$,22
Cadillac,Catera,2002,15.068,$,23
Cadillac,Catera,2001,25.411,$,24
Cadillac,Eldorado,2003,9.859,$,22
Cadillac,Eldorado,2002,15.255,$,23
Cadillac,Eldorado,2001,20.609,$,24
Cadillac,Eldorado,2000,23.2,$,25
Cadillac,Eldorado,1999,22.982,$,26
Cadillac,Eldorado,1998,15.304,$,27
Cadillac,Eldorado,1997,30.051,$,28
Cadillac,Eldorado,1996,21.47,$,29
Cadillac,Eldorado,1995,58.31,$,30
Cadillac,Eldorado,1994,71.624,$,31
Cadillac,Eldorado,1993,54.389,$,32
Cadillac,Allante,1994,2.314,$,31
Cadillac,Allante,1993,3.407,$,32
Cadillac,Allante,1992,3.065,$,33
Cadillac,Allante,1991,0.0,$,34
Chevrolet,Spark,2021,31.281,$,4
Chevrolet,Spark,2020,22.589,$,5
Chevrolet,Spark,2019,32.853,$,6
Chevrolet,Spark,2018,34.13,$,7
Chevrolet,Sonic,2021,13.971,$,4
Chevrolet,Sonic,2020,30.29,$,5
Chevrolet,Sonic,2019,64.775,$,6
Chevrolet,Sonic,2018,85.646,$,7
Chevrolet,Sonic,2017,15.778,$,8
Chevrolet,Cruze,2021,47.975,$,4
Chevrolet,Cruze,2020,184.751,$,5
Chevrolet,Cruze,2019,226.602,$,6
Chevrolet,Cruze,2018,248.224,$,7
Chevrolet,Cruze,2017,231.732,$,8
Chevrolet,Bolt-EV,2021,16.418,$,4
Chevrolet,Bolt-EV,2020,23.297,$,5
Chevrolet,Volt,2021,4.91,$,4
Chevrolet,Volt,2020,20.349,$,5
Chevrolet,Volt,2019,15.393,$,6
Chevrolet,Volt,2018,23.094,$,7
Chevrolet,Volt,2017,7.671,$,8
Chevrolet,Malibu,2021,131.917,$,4
Chevrolet,Malibu,2020,185.857,$,5
Chevrolet,Malibu,2019,194.854,$,6
Chevrolet,Malibu,2018,200.594,$,7
Chevrolet,Malibu,2017,204.808,$,8
Chevrolet,Malibu,2016,161.568,$,9
Chevrolet,Malibu,2015,128.312,$,10
Chevrolet,Malibu,2014,203.503,$,11
Chevrolet,Malibu,2013,122.771,$,12
Chevrolet,Malibu,2012,176.583,$,13
Chevrolet,Malibu,2011,218.54,$,14
Chevrolet,Malibu,2010,164.654,$,15
Chevrolet,Impala,2021,44.978,$,4
Chevrolet,Impala,2020,75.877,$,5
Chevrolet,Impala,2019,116.825,$,6
Chevrolet,Impala,2018,156.797,$,7
Chevrolet,Impala,2017,171.434,$,8
Chevrolet,Impala,2016,165.565,$,9
Chevrolet,Impala,2015,311.128,$,10
Chevrolet,Impala,2014,246.481,$,11
Chevrolet,Impala,2013,267.882,$,12
Chevrolet,Impala,2012,208.395,$,13
Chevrolet,Impala,2011,81.247,$,14
Chevrolet,SS,2018,3.013,$,7
Chevrolet,SS,2017,2.479,$,8
Chevrolet,Camaro,2021,48.265,$,4
Chevrolet,Camaro,2020,67.94,$,5
Chevrolet,Camaro,2019,77.502,$,6
Chevrolet,Camaro,2018,80.567,$,7
Chevrolet,Camaro,2017,88.249,$,8
Chevrolet,Camaro,2016,61.648,$,9
Chevrolet,Camaro,2015,0.0,$,10
Chevrolet,Camaro,2014,0.0,$,11
Chevrolet,Camaro,2013,127.0,$,12
Chevrolet,Camaro,2012,35.453,$,13
Chevrolet,Camaro,2011,40.726,$,14
Chevrolet,Camaro,2010,55.973,$,15
Chevrolet,Corvette,2021,17.988,$,4
Chevrolet,Corvette,2020,25.079,$,5
Chevrolet,Corvette,2019,33.329,$,6
Chevrolet,Corvette,2018,17.291,$,7
Chevrolet,Corvette,2017,13.164,$,8
Chevrolet,Corvette,2016,13.934,$,9
Chevrolet,Corvette,2015,33.685,$,10
Chevrolet,Corvette,2014,32.489,$,11
Chevrolet,Corvette,2013,27.974,$,12
Chevrolet,Corvette,2012,33.655,$,13
Chevrolet,Corvette,2011,29.963,$,14
Chevrolet,Corvette,2010,22.724,$,15
Chevrolet,Trax,2021,116.816,$,4
Chevrolet,Trax,2020,79.289,$,5
Chevrolet,Trax,2019,63.03,$,6
Chevrolet,Equinox,2021,346.048,$,4
Chevrolet,Equinox,2020,290.458,$,5
Chevrolet,Equinox,2019,277.589,$,6
Chevrolet,Equinox,2018,238.192,$,7
Chevrolet,Equinox,2017,193.274,$,8
Chevrolet,Equinox,2016,86.148,$,9
Chevrolet,Equinox,2015,89.552,$,10
Chevrolet,Equinox,2014,130.542,$,11
Chevrolet,Blazer,2021,58.115,$,4
Chevrolet,Blazer,2020,0.0,$,5
Chevrolet,Blazer,2019,0.0,$,6
Chevrolet,Blazer,2018,0.0,$,7
Chevrolet,Blazer,2017,0.0,$,8
Chevrolet,Blazer,2016,0.0,$,9
Chevrolet,Blazer,2015,7.0,$,10
Chevrolet,Blazer,2014,4.936,$,11
Chevrolet,Blazer,2013,53.426,$,12
Chevrolet,Blazer,2012,149.195,$,13
Chevrolet,Blazer,2011,232.14,$,14
Chevrolet,Blazer,2010,221.4,$,15
Chevrolet,Blazer,2009,247.661,$,16
Chevrolet,Blazer,2008,167.201,$,17
Chevrolet,Blazer,2007,123.346,$,18
Chevrolet,Blazer,2006,178.691,$,19
Chevrolet,Blazer,2005,153.064,$,20
Chevrolet,Traverse,2021,147.122,$,4
Chevrolet,Traverse,2020,123.506,$,5
Chevrolet,Traverse,2019,119.945,$,6
Chevrolet,Traverse,2018,96.467,$,7
Chevrolet,Traverse,2017,107.131,$,8
Chevrolet,Traverse,2016,91.074,$,9
Chevrolet,Tahoe,2021,101.189,$,4
Chevrolet,Tahoe,2020,98.961,$,5
Chevrolet,Tahoe,2019,88.342,$,6
Chevrolet,Tahoe,2018,83.502,$,7
Chevrolet,Tahoe,2017,80.527,$,8
Chevrolet,Tahoe,2016,73.254,$,9
Chevrolet,Tahoe,2015,146.256,$,10
Chevrolet,Tahoe,2014,152.305,$,11
Chevrolet,Tahoe,2013,199.065,$,12
Chevrolet,Tahoe,2012,202.319,$,13
Chevrolet,Tahoe,2011,122.213,$,14
Chevrolet,Tahoe,2010,124.125,$,15
Chevrolet,Suburban,2021,51.928,$,4
Chevrolet,Suburban,2020,56.516,$,5
Chevrolet,Suburban,2019,50.866,$,6
Chevrolet,Suburban,2018,51.26,$,7
Chevrolet,Suburban,2017,49.427,$,8
Chevrolet,Suburban,2016,41.055,$,9
Chevrolet,Suburban,2015,83.673,$,10
Chevrolet,Suburban,2014,87.011,$,11
Chevrolet,Suburban,2013,135.222,$,12
Chevrolet,Suburban,2012,154.782,$,13
Chevrolet,Suburban,2011,138.977,$,14
Chevrolet,Suburban,2010,99.068,$,15
Chevrolet,Colorado,2021,122.304,$,4
Chevrolet,Colorado,2020,112.996,$,5
Chevrolet,Colorado,2019,84.43,$,6
Chevrolet,Colorado,2018,3.412,$,7
Chevrolet,Colorado,2017,31.026,$,8
Chevrolet,Colorado,2016,32.413,$,9
Chevrolet,Colorado,2015,75.716,$,10
Chevrolet,Colorado,2014,128.359,$,11
Chevrolet,Colorado,2013,3.535,$,12
Chevrolet,Silverado,2021,575.603,$,4
Chevrolet,Silverado,2020,585.864,$,5
Chevrolet,Silverado,2019,600.544,$,6
Chevrolet,Silverado,2018,480.414,$,7
Chevrolet,Silverado,2017,415.13,$,8
Chevrolet,Silverado,2016,316.544,$,9
Chevrolet,Silverado,2015,618.257,$,10
Chevrolet,Silverado,2014,705.98,$,11
Chevrolet,Silverado,2013,684.302,$,12
Chevrolet,Silverado,2012,716.051,$,13
Chevrolet,Silverado,2011,636.15,$,14
Chevrolet,Silverado,2010,534.344,$,15
Chevrolet,Silverado,2009,536.901,$,16
Chevrolet,Silverado,2008,513.348,$,17
Chevrolet,Silverado,2007,404.763,$,18
Chevrolet,Silverado,2006,490.345,$,19
Chevrolet,Silverado,2005,375.867,$,20
Chevrolet,Silverado,2004,436.91,$,21
Chevrolet,City-Express,2020,6.341,$,5
Chevrolet,City-Express,2019,7.019,$,6
Chevrolet,City-Express,2018,530.0,$,7
Chevrolet,Aveo,2013,28.601,$,12
Chevrolet,Aveo,2012,38.516,$,13
