Brand,Model,Year,Sales,Currency,Car Age
Volkswagen,Rabbit-Pickup,1984,25.532,$,41
Volkswagen,Rabbit-Pickup,1983,0.0,$,42
Volkswagen,Karmann-Ghia,1975,12.921,$,50
Volkswagen,Karmann-Ghia,1974,23.383,$,51
Volkswagen,Karmann-Ghia,1973,25.684,$,52
Volkswagen,Karmann-Ghia,1972,19.281,$,53
Volkswagen,Karmann-Ghia,1971,18.194,$,54
Volkswagen,Karmann-Ghia,1970,15.397,$,55
Volkswagen,Karmann-Ghia,1969,8.597,$,56
Volkswagen,Karmann-Ghia,1968,8.035,$,57
Volkswagen,Karmann-Ghia,1967,4.13,$,58
Volkswagen,Karmann-Ghia,1966,0.0,$,59
Volvo,XC60,2021,30.578,$,4
Volvo,XC60,2020,22.516,$,5
Volvo,XC60,2019,26.133,$,6
Volvo,XC60,2018,19.766,$,7
Volvo,XC60,2017,12.932,$,8
Volvo,XC60,2016,9.262,$,9
Volvo,XC70,2017,5.118,$,8
Volvo,XC70,2016,4.882,$,9
Volvo,XC70,2015,5.716,$,10
Volvo,XC70,2014,5.825,$,11
Volvo,XC70,2013,12.628,$,12
Volvo,XC70,2012,13.991,$,13
Volvo,XC70,2011,17.177,$,14
Volvo,XC70,2010,24.305,$,15
Volvo,XC90,2021,35.76,$,4
Volvo,XC90,2020,30.996,$,5
Volvo,XC90,2019,12.777,$,6
Volvo,XC90,2018,6.845,$,7
Volvo,XC90,2017,10.609,$,8
Volvo,XC90,2016,10.757,$,9
Volvo,XC90,2015,31.336,$,10
Volvo,XC90,2014,35.976,$,11
Volvo,XC90,2013,35.723,$,12
Volvo,S60-Cross-Country,2018,563.0,$,7
Volvo,V60-Cross-Country,2021,1.804,$,4
Volvo,V60-Cross-Country,2020,2.118,$,5
Volvo,V60-Cross-Country,2019,2.769,$,6
Volvo,S90,2021,2.545,$,4
Volvo,S90,2020,8.641,$,5
Volvo,V90,2021,500.0,$,4
Volvo,V90,2020,183.0,$,5
Volvo,C70,2015,3.234,$,10
Volvo,C70,2014,4.933,$,11
Volvo,C70,2013,5.17,$,12
Volvo,C70,2012,4.541,$,13
Volvo,C70,2011,1.442,$,14
Volvo,C70,2010,4.271,$,15
Volvo,C70,2009,4.223,$,16
Volvo,C70,2008,6.503,$,17
Volvo,V70,2011,1.816,$,14
Volvo,V70,2010,3.769,$,15
Volvo,V70,2009,7.39,$,16
Volvo,V70,2008,11.765,$,17
Volvo,V70,2007,14.796,$,18
Volvo,V70,2006,31.066,$,19
Volvo,S80,2017,1.887,$,8
Volvo,S80,2016,1.935,$,9
Volvo,S80,2015,4.735,$,10
Volvo,S80,2014,8.331,$,11
Volvo,S80,2013,12.347,$,12
Volvo,S80,2012,10.181,$,13
Volvo,S80,2011,14.637,$,14
Volvo,S80,2010,20.425,$,15
Volvo,S80,2009,33.549,$,16
Volvo,C30,2014,2.827,$,11
Volvo,C30,2013,3.906,$,12
Volvo,C30,2012,4.299,$,13
Volvo,S40,2012,5.623,$,13
Volvo,S40,2011,9.687,$,14
Volvo,S40,2010,24.566,$,15
Volvo,S40,2009,25.54,$,16
Volvo,S40,2008,18.112,$,17
Volvo,S40,2007,35.634,$,18
Volvo,V50,2011,2.155,$,14
Volvo,V50,2010,2.85,$,15
Volvo,V50,2009,5.671,$,16
